Time,Fx,Fy,Fx_actual,Fy_actual,Sep1,Sep2
1536010732.960043188,-14.2146,-11.8087,-0.029,-0.033,0,0
1536010732.964043647,-14.2146,-11.8087,-0.003,-0.022,0,0
1536010732.968043009,-14.2146,-11.8087,0.029,-0.017,0,0
1536010732.972043298,-14.2146,-11.8087,0.052,-0.018,0,0
1536010732.976043183,-14.2146,-11.8087,0.052,-0.018,0,0
1536010732.980043049,-14.2146,-11.8087,0.034,-0.01,0,0
1536010732.984044925,-14.2146,-11.8087,0.015,0.005,0,0
1536010732.988043924,-14.2146,-11.8087,0.01,0.023,0,0
1536010732.992044353,-14.2146,-11.8087,0.02,0.037,0,0
1536010732.996043115,-14.2146,-11.8087,0.032,0.051,0,0
1536010733.000043411,-14.2146,-11.8087,0.035,0.069,0,0
1536010733.004043860,-14.2146,-11.8087,0.027,0.086,0,0
1536010733.008044403,-14.2146,-11.8087,0.013,0.084,0,0
1536010733.012044677,-14.2146,-11.8087,-0.001,0.051,0,0
1536010733.016044560,-14.2146,-11.8087,-0.014,-0.006,0.0156872,0.0156871
1536010733.020043000,-0.558291,-0.4638,-0.022,-0.062,0.0156872,0.0156871
1536010733.024051068,-0.558291,-0.4638,-0.022,-0.087,0.0156872,0.0156871
1536010733.028042963,-0.558291,-0.4638,-0.014,-0.074,0.0156872,0.0156871
1536010733.032041570,-0.558291,-0.4638,-0.004,-0.039,0.0156872,0.0156871
1536010733.036043395,-0.558291,-0.4638,-0.001,-0.004,0.0156872,0.0156871
1536010733.040041633,-0.558291,-0.4638,-0.007,0.02,0.0156872,0.0156871
1536010733.044042719,-0.558291,-0.4638,-0.021,0.033,0.0156872,0.0156871
1536010733.048041420,-0.558291,-0.4638,-0.032,0.034,0.0156872,0.0156871
1536010733.052041744,-0.558291,-0.4638,-0.036,0.023,0.0156872,0.0156871
1536010733.056041073,-0.558291,-0.4638,-0.032,0.005,0.0156872,0.0156871
1536010733.060043591,-0.558291,-0.4638,-0.024,-0.011,0.0156872,0.0156871
1536010733.064041200,-0.558291,-0.4638,-0.018,-0.019,0.0156872,0.0156871
1536010733.068043285,-0.558291,-0.4638,-0.015,-0.021,0.0156872,0.0156871
1536010733.072043127,-0.558291,-0.4638,-0.015,-0.025,0.0156872,0.0156871
1536010733.076041426,-0.558291,-0.4638,-0.016,-0.031,0.0156872,0.0156871
1536010733.080043084,-0.558291,-0.4638,-0.016,-0.032,0.0156872,0.0156871
1536010733.084043093,-0.558291,-0.4638,-0.015,-0.021,0.0156872,0.0156871
1536010733.088043295,-0.558291,-0.4638,-0.013,0,0.0156872,0.0156871
1536010733.092041998,-0.558291,-0.4638,-0.006,0.019,0.0156872,0.0156871
1536010733.096044016,-0.558291,-0.4638,0.001,0.031,0.0156872,0.0156871
1536010733.100044110,-0.558291,-0.4638,0.009,0.033,0.0156872,0.0156871
1536010733.104043778,-0.558291,-0.4638,0.014,0.031,0.0156872,0.0156871
1536010733.108044078,-0.558291,-0.4638,0.016,0.027,0.0156872,0.0156871
1536010733.112044058,-0.558291,-0.4638,0.016,0.019,0.0156872,0.0156871
1536010733.116044116,-0.558291,-0.4638,0.018,0.009,0.0156872,0.0156871
1536010733.120044043,-0.558291,-0.4638,0.018,0.003,0.0156872,0.0156871
1536010733.124044149,-0.558291,-0.4638,0.014,0.005,0.0156872,0.0156871
1536010733.128043937,-0.558291,-0.4638,0.004,0.013,0.0156872,0.0156871
1536010733.132043903,-0.510936,-0.4638,-0.008,0.018,0.0156872,0.0156871
1536010733.136043908,-0.510936,-0.4638,-0.013,0.014,0.0156872,0.0156871
1536010733.140043717,-0.510936,-0.4638,-0.003,0,0.0156872,0.0156871
1536010733.144044114,-0.510936,-0.4638,0.024,-0.015,0.0156872,0.0156871
1536010733.148043833,-0.510936,-0.4638,0.061,-0.022,0.0156872,0.0156871
1536010733.152044002,-0.510936,-0.4638,0.087,-0.02,0.0156872,0.0156871
1536010733.156043750,-0.510936,-0.4638,0.089,-0.015,0.0156872,0.0156871
1536010733.160043573,-0.510936,-0.4638,0.064,-0.017,0.0156872,0.0156871
1536010733.164045403,-0.463797,-0.4638,0.027,-0.031,0.0156872,0.0156871
1536010733.168045691,-0.463797,-0.4638,-0.005,-0.052,0.0156872,0.0156871
