Time,Fx,Fy,Fx_actual,Fy_actual,Sep1,Sep2
1536010509.634073666,-0.958626,0,-0.029,-0.136,0.000976418,0.000716023
1536010509.638073621,-0.958626,0,-0.063,-0.145,0.000976418,0.000716023
1536010509.642074487,-0.958626,0,-0.079,-0.132,0.000976418,0.000716023
1536010509.646074851,-0.958626,0,-0.059,-0.096,0.000976418,0.000716023
1536010509.650074825,-0.958626,0,-0.013,-0.05,0.000976418,0.000716023
1536010509.654073876,-0.958626,0,0.032,-0.012,0.000976418,0.000716023
1536010509.658074171,-0.958626,0,0.048,0.002,0.000976418,0.000716023
1536010509.662073664,-0.958626,0,0.023,-0.007,0.000976418,0.000716023
1536010509.666074425,-0.958626,0,-0.026,-0.035,0.000976418,0.000716023
1536010509.670073338,-0.958626,0,-0.069,-0.062,0.000976418,0.000716023
1536010509.674073394,-0.958626,0,-0.077,-0.073,0.000976418,0.000716023
1536010509.678074946,-0.958626,0,-0.049,-0.067,0.000976418,0.000716023
1536010509.682073597,-0.958626,0,-0.003,-0.06,0.000976418,0.000716023
1536010509.686073730,-0.958626,0,0.035,-0.068,0.000976418,0.000716023
1536010509.690074336,-0.958626,0,0.05,-0.087,0.000976418,0.000716023
1536010509.694049892,-0.958626,0,0.038,-0.098,0.000976418,0.000716023
1536010509.698078235,-0.958626,1.01155,0.011,-0.085,0.000976418,0.000716023
1536010509.702078204,-0.958626,1.01155,-0.018,-0.056,0.000976418,0.000716023
1536010509.706078123,-0.958626,0,-0.04,-0.031,0.000976418,0.000716023
1536010509.710078246,-0.958626,0,-0.05,-0.026,0.000976418,0.000716023
1536010509.714088797,-0.958626,0,-0.05,-0.041,0.000976418,0.000716023
1536010509.718073413,-0.958626,0,-0.045,-0.066,0.000976418,0.000716023
1536010509.722073204,-0.958626,0,-0.041,-0.09,0.000976418,0.000716023
1536010509.726073117,-0.958626,0,-0.041,-0.108,0.000976418,0.000716023
1536010509.730072922,-0.958626,0,-0.049,-0.119,0.000976418,0.000716023
1536010509.734073211,-0.958626,0,-0.065,-0.121,0.000976418,0.000716023
1536010509.738073556,-0.958626,0,-0.085,-0.113,0.000976418,0.000716023
1536010509.742075120,-0.958626,0,-0.097,-0.102,0.000976418,0.000716023
1536010509.746073550,-0.958626,0,-0.09,-0.098,0.000976418,0.000716023
1536010509.750072867,-0.958626,0,-0.062,-0.102,0.000976418,0.000716023
1536010509.754073043,-0.958626,0,-0.023,-0.105,0.000976418,0.000716023
1536010509.758073220,-0.958626,0,0.007,-0.096,0.000976418,0.000716023
1536010509.762072230,-0.958626,0,0.013,-0.073,0.000976418,0.000716023
1536010509.766073385,-0.958626,0,-0.007,-0.05,0.000976418,0.000716023
1536010509.770073058,-0.958626,0,-0.044,-0.047,0.000976418,0.000846207
1536010509.774072919,-0.958626,0,-0.075,-0.071,0.000976418,0.000846207
1536010509.778074150,-0.958626,0,-0.087,-0.109,0.000976418,0.000846207
1536010509.782075113,-0.958626,0,-0.074,-0.137,0.000976418,0.000846207
1536010509.786074436,-0.958626,0,-0.046,-0.141,0.000976418,0.000846207
1536010509.790073852,-0.958626,0,-0.017,-0.124,0.000976418,0.000846207
1536010509.794074328,-0.958626,0,0,-0.104,0.000976418,0.000846207
1536010509.798073821,-0.958626,0,0,-0.094,0.000976418,0.000846207
1536010509.802072901,-0.958626,0,-0.008,-0.092,0.000976418,0.000846207
1536010509.806074440,-0.958626,0,-0.018,-0.09,0.000976418,0.000846207
1536010509.810075602,-0.958626,0,-0.029,-0.08,0.000976418,0.000846207
1536010509.814073560,-0.958626,0,-0.047,-0.068,0.000976418,0.000846207
1536010509.818073663,-0.958626,0,-0.073,-0.06,0.000976418,0.000846207
1536010509.822074474,-0.958626,0,-0.093,-0.056,0.000976418,0.000846207
1536010509.826073831,-0.958626,0,-0.085,-0.048,0.000976418,0.000846207
1536010509.830075653,-0.958626,0,-0.043,-0.027,0.000976418,0.000846207
1536010509.834073699,-0.958626,0,0.012,0.001,0.000976418,0.000846207
1536010509.838082685,-0.958626,0,0.042,0.019,0.000976418,0.000846207
1536010509.842073990,-0.958626,0,0.023,0.008,0.000976418,0.000846207
1536010509.846074943,-0.958626,0,-0.038,-0.03,0.000976418,0.000846207
1536010509.850074941,-0.958626,0,-0.109,-0.075,0.000976418,0.000846207
1536010509.854074764,-0.958626,0,-0.152,-0.099,0.000976418,0.000846207
1536010509.858073798,-0.958626,0,-0.153,-0.094,0.000976418,0.000846207
1536010509.862074355,-0.958626,0,-0.121,-0.07,0.000976418,0.000846207
1536010509.866094225,-0.958626,0,-0.068,-0.049,0.000976418,0.000846207
1536010509.870076009,-0.958626,0,-0.007,-0.043,0.000976418,0.000846207
